R606697,R853780
R205236,R356929
R691826,R155469
R287533,R342443
R898823,R425008
R620290,R667213
R894398,R246995
R621556,R645374
R374738,R493546
R396764,R664754
R698239,R740326
R169307,R976934
R465424,R443140
R723470,R395430
R967631,R997147
R296115,R479925
R628958,R635474
R637625,R312806
R525641,R141483
R255630,R838197
R850339,R968631
R587246,R612030
R135386,R531044
R497934,R519573
R690023,R130706
R242404,R376214
R818430,R959898
R318489,R435113
R457901,R664583
R608422,R234141
R358544,R298439
R684149,R437042
R967258,R837448
R207318,R918365
R263414,R542487
R155000,R683978
R455574,R136522
R168762,R444337
R539154,R326876
R683163,R388786
R538557,R121809
R720327,R520013
R357199,R250119
R605785,R862640
R575140,R509009
R956006,R795433
R855349,R137685
R687908,R544120
R338140,R801761
R758173,R997680
R320403,R316858
R146312,R111347
R229040,R190924
R565617,R703679
R806469,R409557
R517524,R896945
R767486,R286012
R459612,R307320
R765899,R527269
R747908,R165561
R763200,R876647
R931014,R913068
R898059,R740075
R741866,R985636
R457683,R258475
R802592,R940582
R356888,R888576
R214317,R478778
R247601,R857297
R288799,R933201
R611090,R212157
R588594,R164175
R955565,R461047
R106653,R381361
R344517,R458738
R258053,R293498
R111302,R170207
R384102,R194200
R543613,R281836
R828870,R282733
R212231,R312305
R907160,R200508
R778538,R380466
R185687,R623939
R152437,R977212
R129262,R190606
R270838,R916764
R581264,R997278
R739947,R398254
R428135,R958772
R910878,R991107
R698475,R175802
R841250,R438023
R261304,R714582
R438782,R824190
R719442,R485470
R940494,R855241
R473223,R140056
R646678,R623400
R481246,R741363
R803884,R531558
R265630,R921982
R523402,R510415
R386261,R378076
R845443,R110984
R793773,R515655
R537246,R166791
R304587,R694038
R163939,R274953
R411315,R954260
R896729,R403348
R884819,R879594
R284348,R961184
R393255,R475284
R277811,R526917
R606011,R735810
R981607,R331828
R815288,R121395
R264708,R865011
R343163,R652155
R947515,R292801
R900195,R426467
R518749,R587130
R264445,R204909
R178306,R715427
R465500,R393737
R720361,R575001
R688972,R906152
R316481,R246130
R701350,R504423
R134481,R461706
R822051,R631665
R689180,R769345
R713856,R484766
R445408,R756403
R412911,R573505
R280095,R419697
R827457,R174830
R921349,R743329
R314912,R328667
R809001,R458047
R999271,R364589
R829508,R289801
R638071,R871675
R419345,R292671
R430285,R531742
R406961,R387374
R602437,R647202
R577447,R892864
R566935,R147584
R577208,R107129
R363736,R144678
R460885,R860555
R268307,R880050
R909962,R481567
R594164,R345513
R474149,R314854
R737210,R990004
R420067,R992343
R738278,R908069
R275465,R597842
R228887,R574260
R428905,R942718
R426026,R495265
R876711,R874348
R951480,R922660
R883772,R126054
R135985,R281237
R261129,R478073
R340876,R500809
R292851,R470988
R594023,R373935
R669788,R356915
R259910,R615371
R296605,R147759
R310882,R991247
R529530,R644650
R479392,R860452
R848875,R249169
R296281,R915483
R571048,R447704
R415421,R107576
R898568,R294438
R989978,R680396
R179597,R424923
R814415,R446229
R717859,R280931
R339566,R487573
R777327,R825620
R902749,R712798
R343110,R704203
R537129,R442533
R602844,R888852
R618469,R230220
R894764,R682214
R852940,R323070
R873791,R171299
R146643,R753110
R283872,R172412
R902036,R268893
R982256,R951940
R353428,R357532
R310366,R499059
R588420,R492510
R678856,R909001
R771677,R639437
R883248,R749745
R919480,R408968
R326842,R601491
R606034,R894121
R792392,R928283
R816907,R671611
R895583,R352619
R237723,R565023
R547434,R964549
R448177,R988915
R398495,R477324
R768635,R611701
R145307,R739484
R588258,R666787
R934367,R497320
R908939,R797849
R676265,R687439
R454515,R473203
R419918,R813992
R565034,R449711
R549493,R192408
R963152,R278844
R414087,R197111
R991455,R345739
R803389,R846650
R914613,R846888
R758690,R101527
R337203,R255326
R263377,R959600
R867350,R304583
R868920,R819508
R486531,R922435
R872113,R228502
R108892,R379323
R508159,R858497
R374264,R294726
R848829,R343434
R550342,R928348
R882382,R646452
R837215,R716919
R949913,R471062
R796317,R816714
R502315,R200328
R683520,R736919
R902921,R310587
R671291,R369780
R195004,R458386
R324254,R832305
R295544,R875951
R284665,R178126
R886733,R231513
R727471,R827846
R572953,R494141
R561237,R104968
R151185,R780921
R517210,R167350
R724024,R587461
R685561,R551738
R242415,R663063
R494700,R269469
R674182,R446154
R809816,R692175
R742901,R211603
R317947,R503285
R920465,R843128
R724699,R819463
R381688,R918178
R888487,R116279
R163931,R863007
R592623,R666272
R135006,R332490
R839420,R157752
R956599,R781646
R823725,R612985
R349346,R693282
R272841,R341340
R834698,R557212
R358394,R685833
R331609,R415340
R149668,R860383
R883479,R744530
R730868,R515840
R708102,R786512
R290175,R836954
R417907,R646385
R654302,R837821
R951201,R860095
R173090,R359199
R503516,R586511
R271407,R282461
R627419,R347892
R226876,R447431
R681983,R513253
R349802,R179615
R216192,R987377
R156962,R837336
R123669,R992088
R465292,R959704
R411595,R719082
R263086,R170950
R556644,R815906
R724285,R214098
R547608,R977124
R695110,R707856
R110115,R681928
R448521,R949102
R145229,R220660
R709164,R873175
R908090,R485631
R375189,R238417
R836326,R102516
R806713,R900477
R473164,R773540
R606380,R185181
R111550,R495802
R915528,R779698
R275724,R868584
R604908,R418627
R981085,R989974
R981099,R577700
R399452,R659345
R987257,R773275
R240406,R950770
R580440,R856612
R687538,R324510
R786510,R354429
R596648,R177587
R272939,R946261
R421029,R267969
R377909,R325285
R380906,R803408
R908751,R226010
R465455,R463150
R597111,R670625
R594441,R329838
R787997,R513935
R488492,R564526
R908112,R798480
R862526,R647710
R606165,R537076
R983634,R683192
R716589,R744306
R750364,R256028
R442919,R391477
R944412,R368783
R584157,R704393
R301100,R814206
R268289,R446015
R830119,R846819
R808666,R347322
R321064,R929442
R655356,R308282
R516290,R338608
R388272,R560731
R758423,R353710
R917073,R615511
R610253,R467535
R458508,R123116
R226644,R510327
R963784,R967033
R727304,R892820
R501251,R966412
R645333,R330620
R217547,R640942
R200612,R228574
R270221,R580976
R131631,R298246
R337770,R437969
R624068,R296501
R458608,R638537
R875908,R661021
R132944,R641651
R544541,R103598
R455126,R136514
R840639,R559898
R313540,R182101
R791903,R653785
R664743,R891561
R642057,R403710
R712424,R804484
R877588,R391796
R105237,R935951
R524344,R868608
R907515,R909261
R801424,R272283
R802965,R724861
R367066,R998904
R271509,R247143
R281659,R505671
R516873,R582183
R405980,R169344
R721618,R194790
R718040,R669202
R723114,R835585
R212252,R873792
R116718,R902216
R423190,R886463
R995491,R473689
R102604,R891985
R713391,R402768
R533199,R989304
R609117,R395415
R507789,R530880
R817887,R650796
R400322,R456428
R506803,R308349
R772926,R879173
R402294,R993996
R789577,R333494
R276469,R457951
R730780,R283505
R338055,R645581
R406471,R483860
R155388,R397439
R255070,R165594
R948230,R540850
R640399,R956163
R904227,R168680
R176167,R395842
R562305,R478617
R440283,R197763
R360047,R152990
R244830,R524476
R262909,R690469
R862367,R636956
R378356,R272798
R696458,R100600
R500232,R450763
R894923,R533822
R549856,R576813
R833687,R933957
R396482,R232476
R730787,R802898
R512728,R336043
R784054,R597209
R423805,R650814
R815284,R471845
R568438,R188031
R924586,R613613
R811532,R186889
R872812,R154501
R815290,R753185
R166903,R322727
R656104,R810806
R463576,R361777
R894266,R825099
R142387,R821164
R425881,R903151
R956131,R872981
R174034,R235909
R899428,R758251
R346220,R541555
R148704,R755881
R886070,R331028
R406696,R875517
R364431,R242278
R779041,R559864
R435702,R187013
R859422,R319434
R123538,R560993
R505310,R791114
R212814,R560116
R680157,R516462
R256857,R255109
R611192,R919819
R659111,R402807
R536440,R886269
R430811,R643796
R714737,R922947
R448262,R707207
R983340,R809659
R802459,R832634
R728662,R966697
R227335,R445793
R833873,R726668
R683052,R641649
R154825,R958724
R199737,R792398
R639593,R439620
R138110,R887613
R958916,R886067
R722778,R732621
R543325,R336428
R503430,R498445
R219921,R102158
R577444,R734847
R717572,R997356
R684162,R274515
R532454,R297931
R920927,R582357
R559785,R769842
R253958,R640320
R744006,R989742
R197090,R807871
R194884,R287693
R773366,R356852
R896522,R857290
R607561,R919041
R435300,R202127
R244107,R460356
R653289,R816997
R721182,R568899
R539646,R680323
R998597,R977252
R460338,R910365
R704264,R213448
R293750,R545925
R437656,R770479
R631221,R931563
R378463,R345921
R805760,R424577
R392491,R621029
R486516,R187453
R547069,R126397
R215378,R616837
R802050,R777129
R987166,R735446
R119937,R909797
R520614,R994156
R378744,R421922
R161483,R419660
R804053,R818970
R685046,R137108
R561829,R122699
R812550,R576742
R150319,R129122
R799651,R397784
R720267,R420775
R807604,R119657
R684810,R497770
R521760,R554583
R894928,R324452
R917345,R910927
R121011,R401359
R622661,R849482
R962662,R665899
R163675,R405612
R859758,R866253
R593107,R704348
R192315,R890790
R163012,R768709
R359501,R182875
R232494,R445043
R896994,R639178
R747346,R602819
R521772,R758588
R187641,R943478
R911125,R424267
R744698,R345682
R455680,R911607
R570056,R921059
R662367,R899922
R354775,R445378
R123082,R463864
R770171,R851097
R257254,R533356
R830572,R810631
R770083,R869187
R854269,R126976
R877544,R684861
R779885,R119504
R548297,R835759
R921731,R771553
R587064,R779374
R346250,R268560
R773528,R866913
R382119,R362161
R507990,R292683
R483179,R519505
R174046,R531508
R747685,R657795
R917530,R275758
R801689,R752546
R113808,R652422
R830405,R348371
R972925,R860939
R361926,R333707
R543531,R324697
R622849,R866532
R135001,R507212
R349681,R877337
R723190,R200403
R339580,R474449
R676363,R222462
R878764,R768700
R628674,R216366
R709626,R238660
R689922,R724168
R593283,R201903
R935930,R545837
R851400,R126069
R759393,R867329
R277301,R841766
R121567,R850483
R418854,R259826
R383858,R155726
R154160,R752316
R304652,R685074
R616790,R636553
R465663,R796502
R630926,R251795
R997693,R613414
R501217,R153176
R675806,R846569
R323563,R376701
R327554,R264557
R428361,R160119
R547470,R837780
R352177,R471574
R982492,R805206
R392682,R159666
R427622,R322885
R230588,R369386
R872895,R227557
R600019,R195887
R724140,R772844
R630578,R575612
R262843,R291031
R533914,R386652
R181681,R934074
R430262,R964672
R411947,R380478
R890475,R303503
R905347,R147455
R453685,R879131
R903534,R818776
R826682,R609867
R184411,R798159
R366670,R740709
R675907,R423393
R311508,R613873
R652892,R584201
R563160,R821119
R344815,R709104
R848325,R314331
R694472,R821533
R891120,R193791
R796757,R618159
R720278,R941490
R759137,R676489
R841249,R151558
R907638,R869199
R945477,R512541
R504709,R394041
R717239,R496523
R748658,R941013
R560450,R173652
R881592,R379243
R119845,R515325
R964875,R408825
R953416,R274510
R658231,R761110
R345364,R561832
R961166,R619326
R850430,R378111
R547900,R479306
R416915,R203379
R213102,R211351
R205041,R187892
R284174,R165410
R987563,R734551
R127651,R521981
R336296,R784624
R573020,R242270
R720404,R228350
R472836,R508385
R677442,R852225
R400482,R804493
R939179,R925006
R140970,R520612
R357852,R194475
R897111,R506617
R300882,R499520
R792859,R491224
R848586,R564847
R342512,R848222
R492404,R523307
R240770,R589563
R394552,R614521
R235258,R798726
R448688,R377093
R416366,R600545
R461140,R638221
R724258,R563384
R827946,R294863
R818289,R755836
R981815,R287201
R162519,R545899
R317686,R406620
R459777,R849436
R777432,R642549
R345412,R671656
R821395,R219375
R904183,R686971
R710483,R930955
R544112,R586707
R626147,R260795
R546278,R232356
R590236,R911401
R940835,R827105
R320000,R685155
R144673,R445023
R176739,R179856
R642245,R222489
R191264,R751044
R572483,R896319
R382288,R610452
R619127,R377662
R817250,R231301
R664009,R945570
R341548,R400583
R416177,R778406
R957297,R201472
R628895,R116885
R736159,R933972
R248138,R667328
R259087,R906833
R904858,R231909
R302061,R371053
R385002,R572600
R415505,R575500
R154664,R691824
R615035,R809897
R994851,R327254
R364527,R298619
R197880,R369851
R126115,R396929
R680234,R781758
R598213,R717354
R805030,R814086
R124297,R752894
R361901,R169860
R953251,R650016
R189875,R228667
R794009,R253138
R840698,R970135
R818682,R470602
R286687,R665009
R735998,R168313
R234550,R316835
R498189,R105510
R656328,R506097
R920446,R202630
R965047,R222786
R366007,R567391
R657535,R421423
R516952,R247957
R575097,R726297
R846746,R851983
R387559,R663661
R813865,R197015
R252928,R491816
R569693,R535304
R837652,R962674
R784529,R919888
R424782,R892811
R883977,R235269
R627192,R899312
R133193,R492712
R376026,R120313
R931098,R517601
R196432,R213926
R192282,R777456
R611922,R149705
R680919,R254142
R133731,R324806
R245265,R809536
R385548,R310364
R251989,R183435
R376084,R214633
R239957,R487710
R158100,R910241
R213572,R480070
R890634,R806256
R647291,R479611
R241587,R687089
R966028,R933616
R915214,R876355
R909140,R428010
R199814,R706694
R267200,R300769
R531598,R513528
R218250,R985037
R127047,R617967
R900728,R616344
R542740,R740185
R389756,R720867
R884270,R354724
R139160,R339825
R821435,R922463
R260076,R591465
R646588,R831343
R897199,R440860
R573009,R331815
R631079,R849790
R952236,R724916
R394228,R557685
R931496,R873107
R248786,R114708
R115581,R173040
R435460,R988638
R888847,R398910
R637584,R213438
R939726,R306196
R150516,R963368
R501396,R282773
R968623,R630681
R105539,R491484
R649715,R769790
R289529,R941053
R395860,R554135
R261117,R815581
R745967,R684619
R254575,R720010
R536329,R189951
R570104,R422706
R630446,R178649
R319167,R348363
R420647,R863140
R346821,R749176
R441165,R182679
R558637,R587077
R458611,R748032
R714484,R862749
R996925,R704954
R633584,R304882
R970331,R696476
R544774,R197464
R256313,R886706
R199483,R428392
R282263,R745981
R689678,R573151
R775378,R791217
R673718,R104015
R765026,R281497
R499687,R563560
R503159,R777566
R163526,R397452
R132411,R891816
R194135,R504334
R771957,R150288
R928503,R997167
R730430,R810643
R637603,R937345
R992868,R498064
R293751,R419114
R725136,R274577
R528813,R220925
R988166,R521331
R566553,R652486
R457413,R439752
R484121,R110925
R881158,R794442
R622319,R683474
R287637,R508322
R804564,R964445
R154517,R829363
R298942,R473684
R634317,R497036
R821938,R325018
R583789,R284584
R217464,R643144
R462514,R120081
R936912,R970656
R253398,R919686
R702031,R870046
R923570,R111570
R514016,R566903
R405512,R566209
R189652,R673923
R157638,R524518
R933212,R646044
R727583,R161267
R866967,R725491
R279349,R404359
R268353,R549768
R281213,R821059
R421700,R805243
R461072,R697016
R909002,R376136
R550837,R854035
R112467,R752312
R963521,R340372
R256973,R937613
R878915,R135392
R482867,R444007
R181342,R885284
R261542,R941580
R679515,R193917
R764665,R360835
R221136,R640082
R352070,R917987
R316930,R573641
R808266,R516744
R805945,R478873
R579277,R505599
R544124,R458257
R939025,R261589
R756149,R246728
R459147,R533684
R105461,R832205
R803905,R388097
R403157,R585571
R153882,R581901
R491949,R440192
R464195,R556470
R547248,R807477
R846711,R688951
R978798,R125146
R502470,R107707
R761511,R944888
R475740,R772193
R786809,R375705
R136892,R277575
R239494,R315219
R520498,R936853
R744024,R289986
R606484,R161273
R539793,R363358
R598991,R310709
R406338,R486179
R865368,R349339
R940719,R848117
R150158,R375007
R805773,R706272
R571452,R992916
R537590,R838998
R568902,R954924
R413938,R685528
R654734,R718809
R765686,R425486
R202308,R132147
R316037,R866841
R760967,R630294
R685623,R728843
R299886,R632368
R191635,R824380
R357815,R885628
R849295,R839953
R110204,R963124
R663371,R403210
R533792,R778903
R513514,R729350
R487170,R965835
R364921,R818023
R823425,R174300
R287595,R641949
R409242,R558219
R224774,R783922
R646254,R849580
R580986,R678468
R872266,R861695
R930734,R928786
R638782,R567941
R482864,R257431
R847144,R460270
R219646,R973270
R948186,R717888
R929437,R839471
R796061,R312518
R135875,R399554
R430036,R625698
R761580,R105320
R810179,R518387
R416382,R574632
R676923,R269008
R461122,R681315
R533661,R943273
R743011,R321815
R779862,R405894
R596523,R804648
R815539,R419341
R428635,R957272
R440093,R384275
R403072,R286787
R354283,R513345
R907934,R733833
R830510,R682128
R915671,R436523
R112354,R251272
R995248,R624544
R694735,R225377
R747735,R273273
R231698,R174107
R954207,R100852
R656217,R733262
R770476,R295626
R441052,R977644
R878697,R285222
R139916,R475249
R617138,R205642
R898432,R117326
R776932,R650023
R749518,R975308
R349639,R102940
R532587,R125946
R168448,R984240
R215834,R252626
R820605,R616615
R913985,R749392
R751431,R986152
R359508,R263231
R814877,R959476
R335469,R882294
R564083,R973543
R833371,R137819
R588530,R789865
R452139,R995400
R706173,R862734
R811819,R962110
R756682,R282598
R730449,R191331
R749914,R650692
R201823,R907369
R921627,R781718
R438731,R232625
R467804,R587062
R545637,R934949
R719215,R619845
R455318,R167889
R797920,R320584
R753454,R702457
R123618,R796881
R238814,R913316
R316371,R690672
R989581,R435988
R367837,R662725
R514950,R870511
R102593,R800632
R174244,R579181
R717477,R872457
R568339,R177539
R783989,R359486
R404116,R613218
R863864,R991958
R452995,R739548
R752323,R627169
R306767,R844935
R730125,R755269
R104710,R727649
R522493,R867466
R269533,R476032
R389997,R185706
R690595,R857860
R727228,R985899
R203489,R570294
R143409,R342017
R581974,R634051
R319798,R326318
R660075,R477845
R926235,R730502
R979022,R998701
R781194,R954890
R326974,R435093
R706346,R839239
R793910,R343429
R754909,R978495
R881671,R691668
R151761,R179115
R766083,R398583
R868427,R273852
R360352,R645305
R105579,R752736
R328577,R590127
R411414,R956380
R524010,R932346
R541695,R889286
R306328,R155303
R699384,R474375
R577325,R972194
R771739,R621482
R127051,R944186
R111476,R796019
R176444,R935279
R458763,R399099
R808333,R921241
R519506,R931057
R937184,R909881
R104981,R721367
R293387,R765535
R469917,R615677
R839809,R227431
R265109,R991350
R660947,R492317
R977758,R713758
R381178,R175737
R494335,R963581
R467391,R462673
R542482,R321229
R310986,R782022
R463253,R809692
R346005,R796758
R277463,R504653
R350282,R747784
R903198,R749906
R681211,R153950
R952667,R541262
R495450,R609303
R535177,R739184
R758128,R686463
R255703,R448659
R180903,R599585
R381475,R943463
R639027,R292998
R999417,R563124
R837136,R288746
R406846,R634481
R801070,R601134
R979664,R256683
R514043,R204676
R184265,R360991
R143411,R611304
R278715,R686028
R817142,R976344
R540789,R302576
R793510,R447834
R148931,R917483
R392832,R948406
R777362,R280718
R398950,R890512
R693581,R805515
R369261,R198538
R122410,R229144
R175552,R783827
R758651,R307575
R846305,R299739
R584561,R250780
R132213,R860814
R919478,R392142
R426195,R764029
R294056,R392075
R550300,R994107
R527653,R350231
R772528,R897512
R241598,R408816
R803106,R199394
R802832,R949927
R576541,R306331
R309109,R706373
R505051,R615727
R538275,R510878
R522167,R207084
R477223,R504517
R729760,R877425
R771516,R284352
R153887,R402850
R848795,R801881
R579174,R855622
R221803,R948287
R382735,R832184
R998040,R796305
R289474,R137136
R135484,R956860
R378964,R391978
R756061,R475299
R286767,R806607
R429384,R793799
R244695,R937710
R829046,R269515
R305774,R446220
R827935,R858230
R466842,R181995
R760191,R742418
R796430,R418188
R509789,R385375
R532392,R831483
R918822,R250331
R166750,R492658
R552679,R854399
R669783,R644328
R179333,R940652
R898577,R374942
R236809,R867256
R361574,R828328
R303755,R834549
R505942,R767310
R811136,R262681
R527536,R192584
R524202,R731567
R356642,R500053
R127312,R555366
R168453,R544097
R113522,R434689
R753435,R255707
R494280,R319078
R117704,R344595
R500378,R664210
R156221,R234828
R935437,R715064
R765710,R465560
R217809,R983963
R194749,R745138
R923255,R903078
R851811,R475538
R859572,R565395
R871174,R430655
R681088,R408900
R260754,R755394
R208000,R625015
R351292,R661053
R425069,R223915
R496188,R893811
R612179,R259417
R394128,R173796
R855554,R664086
R773544,R626177
R394138,R916936
R818435,R361182
R821988,R907046
R310224,R768299
R237426,R719945
R226352,R241289
R462836,R120365
R242844,R904509
R882789,R611691
R275604,R516484
R268266,R822178
R525941,R206825
R363936,R500781
R148167,R836885
R505330,R686871
R317826,R750706
R433751,R756690
R856206,R439204
R656561,R787776
R828300,R972303
R420580,R146496
R919804,R564792
R829226,R889395
R501437,R377447
R855243,R904347
R504157,R862440
R254278,R753706
R670667,R425374
R875709,R805716
R147218,R726947
R576387,R646245
R869297,R969169
R294440,R909095
R104733,R867098
R303229,R196989
R930153,R728450
R435816,R918501
R716404,R969689
R753330,R243749
R552884,R414935
R688441,R743730
R463052,R682491
R889578,R709213
R734040,R232297
R437187,R128911
R302031,R501225
R500921,R382282
R457202,R963749
R541547,R704488
R587442,R314706
R535601,R144584
R649046,R481307
R891218,R275990
R440306,R357517
R327039,R322901
R195312,R621297
R186012,R547713
R396262,R999124
R102121,R229363
R451680,R932562
R847093,R253636
R418174,R551129
R480689,R791444
R422617,R696948
R160128,R587132
R706247,R309381
R730525,R693844
R709883,R966088
R202092,R329916
R439085,R509343
R616103,R321951
R556418,R592493
R422786,R270776
R613342,R929885
R960398,R339867
R979968,R959544
R162539,R990262
R551372,R333413
R839316,R778189
R733739,R852061
R638011,R534045
R653985,R645864
R724566,R391683
R665381,R707423
R360884,R231469
R828190,R176918
R128204,R879450
R343701,R385612
R103158,R520648
R929931,R829318
R449639,R801452
R915973,R148241
R434600,R357471
R536390,R190602
R285730,R865106
R508559,R429109
R541325,R826372
R640790,R192344
R440503,R274233
R945522,R250860
R305026,R563843
R567539,R394284
R431625,R489427
R414724,R629502
R245204,R605907
R976630,R253490
R505055,R710849
R306092,R567120
R353779,R966107
R178505,R464474
R811774,R405974
R662482,R152348
R468142,R146386
R844091,R539465
R736602,R241279
R978470,R707971
R177685,R395449
R224393,R941746
R595804,R202046
R271857,R240985
R667244,R444185
R609813,R288969
R324753,R234123
R388233,R225736
R364330,R917355
R341060,R959630
R150040,R748581
R355585,R695848
R184089,R988449
R206751,R743636
R340241,R204373
R922328,R512760
R815358,R717818
R642410,R574390
R183164,R268671
R188478,R528299
R195422,R755059
R138694,R110446
R435987,R467114
R497899,R231888
R378675,R843189
R854296,R563215
R344209,R192897
R529560,R484956
R818085,R292863
R805154,R949465
R433680,R383970
R958895,R274294
R104543,R598503
R518139,R387029
R208523,R614913
R380674,R443745
R605033,R328593
R272042,R231938
R686498,R550714
R665892,R836898
R994082,R212904
R973551,R885882
R549828,R379187
R824324,R816000
R333075,R773986
R910007,R353382
R977089,R769423
R316072,R438764
R727135,R782264
R632544,R126345
R914294,R334841
R316726,R226780
R235668,R348130
R189156,R578588
R589879,R712972
R637137,R680978
R857030,R639895
R640926,R201252
R469574,R461169
R239178,R939607
R284038,R204807
R943880,R297572
R600490,R569992
R155110,R541744
R298516,R761704
R843752,R513807
R661332,R838519
R857787,R974602
R668859,R415454
R138836,R374661
R169039,R930178
R821804,R157815
R974580,R344741
R545531,R640665
R582751,R460032
R349214,R433612
R608150,R830605
R490387,R221838
R876757,R591288
R872320,R843401
R705016,R485421
R104833,R144764
R137070,R765907
R870415,R430426
R805119,R689620
R742122,R433399
R223979,R883116
R783862,R853438
R640382,R103529
R180806,R211667
R807033,R695968
R534606,R813439
R108542,R652211
R321139,R997702
R613396,R815501
R468780,R876884
R676564,R658607
R310893,R257398
R914438,R368932
R149359,R106688
R910041,R567001
R585301,R382383
R834136,R451718
R103874,R717433
R721953,R418889
R478777,R327595
R494066,R570043
R544523,R405812
R299962,R828369
R991153,R359701
R868360,R876315
R275693,R988584
R323101,R272270
R494253,R167916
R279685,R321535
R465769,R234769
R182780,R552484
R229232,R807439
R657858,R166482
R157141,R816657
R374843,R570380
R938384,R300239
R332055,R473819
R112665,R169146
R399313,R260297
R762738,R145011
R765424,R230628
R994056,R461651
R328505,R896020
R228663,R127870
R519653,R747379
R420438,R948006
R261478,R212081
R235191,R744051
R200610,R712836
R296042,R721805
R853366,R513685
R860438,R704572
R619224,R893405
R761639,R577905
R330927,R313385
R882541,R340504
R454933,R231196
R479924,R805373
R607224,R235906
R424564,R718247
R904840,R492112
R137295,R789316
R205661,R648986
R854469,R169151
R444735,R419359
R132946,R689843
R480292,R594776
R134827,R343968
R906060,R469848
R912446,R574368
R851376,R694018
R944530,R223166
R511716,R139744
R622043,R470430
R131214,R199094
R567193,R971453
R747927,R167631
R686822,R508161
R376523,R673432
R945922,R341700
R795959,R881041
R568874,R433772
R978542,R361419
R622011,R613386
R824439,R992701
R131382,R310593
R289998,R337002
R966024,R416104
R981024,R879824
R429850,R657164
R234186,R386260
R199537,R511254
R986893,R107649
R660668,R934277
R948591,R774833
R806333,R700612
R310161,R399754
R358201,R370063
R391000,R755831
R789843,R488556
R676914,R580831
R938662,R762373
R347048,R871212
R207898,R155255
R670054,R873951
R214625,R482236
R868563,R222903
R897982,R180959
R894606,R929857
R532664,R634150
R356235,R359369
R248306,R697366
R696318,R707498
R549291,R196514
R828478,R311895
R451431,R670508
R364612,R695311
R404951,R708578
R811845,R703890
R649640,R165292
R475586,R975267
R949537,R189084
R199593,R834636
R389254,R966128
R805798,R676855
R867265,R810571
R600815,R508610
R530890,R568576
R728337,R107162
R467164,R817862
R155981,R852786
R767408,R437507
R818934,R138960
R355867,R876714
R157003,R929263
R533592,R805039
R911560,R264654
R873949,R761575
R267762,R436326
R728498,R460125
R787570,R504151
R499381,R683585
R640602,R157107
R608284,R665688
R500435,R459569
R241406,R840621
R652355,R496632
R820395,R241162
R837678,R383100
R701201,R174168
R822564,R461876
R992031,R442650
R370446,R388190
R169732,R854228
R989291,R138573
R162613,R793256
R770447,R562189
R786922,R968704
R197779,R280607
R186918,R589765
R564565,R652888
R346580,R631530
R170782,R612260
R507659,R784521
R607745,R441932
R716005,R122583
R257007,R427070
R818545,R657546
R258960,R897899
R693110,R378868
R463541,R981201
R571958,R535637
R743961,R588303
R270390,R495701
R953968,R126972
R463659,R239179
R735828,R768586
R696436,R240316
R854005,R665336
R100772,R188819
R536278,R610792
R152313,R163602
R858555,R437239
R332178,R346966
R140676,R838483
R611370,R793722
R903238,R669849
R685771,R288115
R956706,R348704
R930413,R947300
R722830,R500026
R414607,R555176
R295676,R322847
R296591,R657627
R357028,R110661
R682038,R108164
R335063,R664329
R441098,R135218
R162621,R490627
R697504,R419924
R571577,R760514
R843989,R757416
R218943,R294791
R553489,R626928
R606338,R680993
R894040,R703769
R437257,R449664
R196744,R803730
R651872,R922325
R417849,R876857
R524820,R913339
R628617,R459212
R627418,R923883
R888269,R112881
R756408,R826297
R533744,R819954
R843319,R367905
R323825,R705755
R419969,R762299
R235133,R540699
R503506,R872892
R954693,R543601
R211893,R976153
R535200,R271519
R334304,R560507
R541456,R916572
R727989,R714816
R448755,R978138
R283675,R340575
R502217,R600277
R280721,R371529
R289860,R479356
R211050,R818149
R176406,R770996
R704275,R270715
R810603,R715256
R583006,R284170
R509180,R359847
R204821,R857417
R882452,R822780
R221288,R607707
R587108,R785207
R360885,R241895
R913791,R965702
R776815,R626578
R960630,R489533
R183261,R927438
R409157,R989697
R147353,R971405
R886115,R706134
R292190,R518021
R405028,R928849
R935997,R453509
R937539,R136363
R219207,R506689
R793707,R966841
R169258,R929348
R760156,R675411
R936655,R722633
R532719,R429696
R576215,R682677
R259771,R693550
R860578,R220053
R594457,R461685
R872014,R289376
R487646,R310316
R408914,R663118
R429018,R186109
R601737,R481270
R442529,R875279
R176365,R561126
R511780,R965635
R967418,R320325
R819299,R270694
R437716,R281450
R838058,R892421
R335715,R824339
R428553,R308496
R613487,R661820
R261968,R481549
R111803,R641958
R762942,R398775
R658743,R175533
R430629,R124522
R331277,R382824
R980855,R198440
R961148,R119465
R807987,R870077
R946456,R857480
R759657,R618485
R470096,R871048
R935965,R436880
R181723,R962384
R243593,R968528
R743419,R347140
R378136,R244751
R367824,R201931
R637989,R956679
R603867,R132083
R321200,R520511
R489078,R339714
R261870,R214677
R100460,R284455
R195971,R624064
R701066,R754551
R212289,R695319
R505576,R365280
R642064,R370997
R291663,R713240
R735536,R995357
R775431,R437517
R762322,R810714
R623090,R270310
R631338,R914417
R282374,R421207
R655372,R918001
R340610,R337465
R656780,R781316
R499444,R792154
R272626,R511595
R289846,R600840
R327789,R179241
R453197,R952455
R658730,R942178
R951075,R840969
R164100,R918811
R390784,R585938
R200734,R424954
R886521,R591612
R859533,R993156
R522150,R970899
R832856,R321963
R435957,R353860
R573044,R373537
R221592,R163474
R742086,R707774
